gene,logfc,pval_adj,cluster
AC129492.6,-21.101498,0.9999385390617149,2
SKA1,-20.619106,0.9999385390617149,2
SUN3,-21.08232,0.9999385390617149,2
AC004381.6,-20.906765,0.9999385390617149,2
CLCN4,-21.169588,0.9999385390617149,2
MYO1B,-21.09613,0.9999385390617149,2
RAB12,-21.497574,0.9999385390617149,2
PTPRM,-21.040611,0.9999385390617149,2
ZSCAN31,-20.922625,0.9999385390617149,2
RP11-77H9.2,-21.55363,0.9999385390617149,2
LGALS8-AS1,-20.923697,0.9999385390617149,2
TRIM31,-21.16463,0.9999385390617149,2
RP1-265C24.8,-20.942518,0.9999385390617149,2
KIF18A,-20.778675,0.9999385390617149,2
RP11-292F22.7,-21.020174,0.9999385390617149,2
MYO16,-21.2637,0.9999385390617149,2
CCR9,-21.06056,0.9999385390617149,2
GTF2IRD1,-20.673012,0.9999385390617149,2
CDCA8,-20.577604,0.9999385390617149,2
FBXL22,-21.266306,0.9999385390617149,2
RP11-106M3.3,-21.145504,0.9999385390617149,2
ZNF280B,-21.049026,0.9999385390617149,2
TMEM254-AS1,-20.910995,0.9999385390617149,2
WNT2B,-21.019688,0.9999385390617149,2
RP11-666A1.5,-21.02899,0.9999385390617149,2
ACVR2B,-21.191275,0.9999385390617149,2
RP11-774O3.3,-21.17952,0.9999385390617149,2
CRIM1,-21.022602,0.9999385390617149,2
CTD-2319I12.2,-20.707872,0.9999385390617149,2
CYP2J2,-20.937845,0.9999385390617149,2
NEB,-21.040445,0.9999385390617149,2
ERMN,-21.10854,0.9999385390617149,2
HIST1H4K,-21.051361,0.9999385390617149,2
HIST1H2BF,-21.155302,0.9999385390617149,2
HIST1H2BH,-21.31889,0.9999385390617149,2
RHOBTB1,-20.537712,0.9999385390617149,2
ATP6AP1L,-20.960548,0.9999385390617149,2
PRDM11,-21.15181,0.9999385390617149,2
MAP1B,-20.93409,0.9999385390617149,2
CRHBP,-21.030165,0.9999385390617149,2
RP4-813F11.4,-20.993803,0.9999385390617149,2
YY2,-21.143497,0.9999385390617149,2
DNAJC9-AS1,-20.56728,0.9999385390617149,2
MEIS1,-21.278189,0.9999385390617149,2
GEM,-20.828798,0.9999385390617149,2
DLG5,-20.731007,0.9999385390617149,2
GPR125,-20.743528,0.9999385390617149,2
ZNF763,-21.342997,0.9999385390617149,2
SLC10A1,-21.146307,0.9999385390617149,2
RP11-110I1.14,-21.099281,0.9999385390617149,2
MCAM,-21.063492,0.9999385390617149,2
TMEM238,-21.120802,0.9999385390617149,2
ZNF425,-21.406347,0.9999385390617149,2
USP54,-21.254679,0.9999385390617149,2
GLS2,-21.402372,0.9999385390617149,2
RP1-317E23.3,-21.169756,0.9999385390617149,2
AC011893.3,-20.893631,0.9999385390617149,2
RP11-656D10.3,-21.22739,0.9999385390617149,2
RP11-588G21.2,-21.123686,0.9999385390617149,2
RP11-265P11.2,-21.116856,0.9999385390617149,2
NUPR1L,-20.977217,0.9999385390617149,2
DTX4,-21.123053,0.9999385390617149,2
RTKN,-21.298128,0.9999385390617149,2
RP11-571M6.7,-21.118088,0.9999385390617149,2
RNF222,-21.06159,0.9999385390617149,2
RP11-138P22.1,-21.016413,0.9999385390617149,2
SERPINE1,-21.308723,0.9999385390617149,2
CTD-2583P5.3,-20.874237,0.9999385390617149,2
CTD-2135D7.5,-20.967356,0.9999385390617149,2
RP11-166B2.8,-20.96693,0.9999385390617149,2
RP11-490M8.1,-21.397552,0.9999385390617149,2
LAMP5,-21.017412,0.9999385390617149,2
CTH,-21.0277,0.9999385390617149,2
ANKRD31,-21.063408,0.9999385390617149,2
RP11-403A21.1,-20.945719,0.9999385390617149,2
P2RY12,-20.617777,0.9999385390617149,2
TUSC1,-20.959248,0.9999385390617149,2
P2RY1,-21.073137,0.9999385390617149,2
CCNT2-AS1,-21.295609,0.9999385390617149,2
SNORD3A,-21.124533,0.9999385390617149,2
CTD-2086O20.3,-20.945265,0.9999385390617149,2
C10orf25,-21.221308,0.9999385390617149,2
TEX14,-20.897642,0.9999385390617149,2
RP11-242D8.1,-21.21345,0.9999385390617149,2
ZNF252P-AS1,-20.98184,0.9999385390617149,2
PAGE5,-21.091305,0.9999385390617149,2
PAPL,-20.946081,0.9999385390617149,2
RP11-56B16.4,-21.083319,0.9999385390617149,2
MYO5C,-20.990936,0.9999385390617149,2
GAS8,-21.257208,0.9999385390617149,2
RP11-484K9.4,-21.193775,0.9999385390617149,2
RP11-466F5.8,-21.354214,0.9999385390617149,2
CRYM,-20.817415,0.9999385390617149,2
MAP1A,-21.149466,0.9999385390617149,2
CTC-459I6.1,-21.117832,0.9999385390617149,2
RP11-305K5.1,-21.001799,0.9999385390617149,2
CTB-102L5.4,-21.137262,0.9999385390617149,2
SEPP1,-21.164782,0.9999385390617149,2
RP11-359K18.3,-21.261148,0.9999385390617149,2
MAP3K14-AS1,-21.270733,0.9999385390617149,2
B3GALNT1,-20.950161,0.9999385390617149,2
CTC-366B18.2,-21.059542,0.9999385390617149,2
C3orf52,-21.02135,0.9999385390617149,2
RBFOX2,-21.192944,0.9999385390617149,2
MAMSTR,-21.200092,0.9999385390617149,2
SOX13,-21.542297,0.9999385390617149,2
PLCH2,-21.32141,0.9999385390617149,2
RP11-420A6.2,-21.524412,0.9999385390617149,2
BOK,-21.199463,0.9999385390617149,2
FOXD2,-21.234337,0.9999385390617149,2
RP11-286E11.1,-20.9369,0.9999385390617149,2
SLC23A3,-21.006548,0.9999385390617149,2
BSPRY,-21.120047,0.9999385390617149,2
RP11-505P4.6,-21.308493,0.9999385390617149,2
AF127936.7,-20.755796,0.9999385390617149,2
SKA3,-20.537828,0.9999385390617149,2
FGF9,-21.16983,0.9999385390617149,2
AL590822.2,-21.072922,0.9999385390617149,2
RP11-532F12.5,-21.069284,0.9999385390617149,2
CACNA1C,-21.006712,0.9999385390617149,2
FOXM1,-20.749422,0.9999385390617149,2
RP4-548D19.3,-21.10085,0.9999385390617149,2
AC017002.1,-20.944778,0.9999385390617149,2
C9orf147,-21.110994,0.9999385390617149,2
RP11-111J6.2,-21.136156,0.9999385390617149,2
RP11-787I22.3,-21.017273,0.9999385390617149,2
RP5-1112D6.4,-21.281921,0.9999385390617149,2
HAS3,-21.327213,0.9999385390617149,2
AC004540.4,-20.534763,0.9999385390617149,2
CDH1,-20.937962,0.9999385390617149,2
CTRL,-21.077404,0.9999385390617149,2
HOXB3,-20.86407,0.9999385390617149,2
RP13-131K19.7,-21.166971,0.9999385390617149,2
KTN1-AS1,-21.206106,0.9999385390617149,2
UCHL1,-20.755613,0.9999385390617149,2
SLC4A4,-20.964825,0.9999385390617149,2
COLCA2,-21.22018,0.9999385390617149,2
SPEG,-21.150305,0.9999385390617149,2
DHDH,-20.813047,0.9999385390617149,2
SLC3A1,-20.748642,0.9999385390617149,2
TMEM200B,-20.924364,0.9999385390617149,2
ZNF541,-21.128942,0.9999385390617149,2
RP11-33O4.1,-21.128847,0.9999385390617149,2
CLECL1,-21.209326,0.9999385390617149,2
KDELC1,-21.136347,0.9999385390617149,2
BEND2,-21.251041,0.9999385390617149,2
SEMA4G,-21.017973,0.9999385390617149,2
C5orf54,-20.738768,0.9999385390617149,2
TMEM63C,-20.703243,0.9999385390617149,2
ZNF396,-21.028692,0.9999385390617149,2
Y_RNA,-21.307083,0.9999385390617149,2
CTB-47B11.3,-21.099117,0.9999385390617149,2
RP11-666A20.4,-21.055733,0.9999385390617149,2
CTC-523E23.1,-21.175516,0.9999385390617149,2
RP4-773N10.4,-21.088116,0.9999385390617149,2
KCNC4,-20.71681,0.9999385390617149,2
ITPKB-AS1,-21.191822,0.9999385390617149,2
NCKAP1,-21.376905,0.9999385390617149,2
DUSP19,-20.902878,0.9999385390617149,2
AC008174.3,-21.054615,0.9999385390617149,2
WNT11,-20.897038,0.9999385390617149,2
RP11-707G14.1,-21.145779,0.9999385390617149,2
AC139100.2,-20.76267,0.9999385390617149,2
NPHP1,-20.774797,0.9999385390617149,2
SOX12,-20.998102,0.9999385390617149,2
SPOCD1,-21.77882,0.9999385390617149,2
TMPRSS3,-21.02977,0.9999385390617149,2
ZACN,-21.0769,0.9999385390617149,2
PODN,-20.983013,0.9999385390617149,2
C1orf61,-20.453287,0.9999385390617149,2
AP001058.3,-21.159271,0.9999385390617149,2
KIF2C,-20.790298,0.9999385390617149,2
RAB15,-20.956457,0.9999385390617149,2
RP11-178L8.7,-21.435678,0.9999385390617149,2
CHRNA1,-21.169516,0.9999385390617149,2
RP11-525A16.4,-20.687176,0.9999385390617149,2
CTB-113P19.5,-21.042337,0.9999385390617149,2
PSMA8,-20.987783,0.9999385390617149,2
RP11-791G15.2,-21.098768,0.9999385390617149,2
PLA2G1B,-21.101349,0.9999385390617149,2
CELSR2,-21.122227,0.9999385390617149,2
GPR61,-20.460037,0.9999385390617149,2
CTC-260E6.6,-21.395475,0.9999385390617149,2
ANKHD1-EIF4EBP3,-20.926928,0.9999385390617149,2
RP5-930J4.4,-21.15272,0.9999385390617149,2
RP11-531A24.5,-20.919449,0.9999385390617149,2
ZNF709,-20.926146,0.9999385390617149,2
CIT,-20.652472,0.9999385390617149,2
AC137932.1,-21.15306,0.9999385390617149,2
RP5-1142A6.2,-20.979225,0.9999385390617149,2
TMEM52,-20.960627,0.9999385390617149,2
WDR66,-21.355139,0.9999385390617149,2
RP11-513M16.7,-21.03009,0.9999385390617149,2
RP11-416N2.4,-21.03586,0.9999385390617149,2
LINC00511,-21.162188,0.9999385390617149,2
BOP1,-21.212507,0.9999385390617149,2
GS1-393G12.14,-21.292814,0.9999385390617149,2
RP11-661A12.14,-21.292944,0.9999385390617149,2
RP11-661A12.12,-21.143763,0.9999385390617149,2
CTA-293F17.1,-20.540354,0.9999385390617149,2
RBL1-1,-21.324984,0.9999385390617149,2
RP5-940J5.6,-21.234436,0.9999385390617149,2
EVC,-21.21466,0.9999385390617149,2
HIST2H2BF,-21.27466,0.9999385390617149,2
CALD1,-21.44366,0.9999385390617149,2
CTD-2545M3.2,-20.981234,0.9999385390617149,2
FAM47E,-21.171812,0.9999385390617149,2
ARHGAP42,-21.261591,0.9999385390617149,2
AC104655.3,-21.24418,0.9999385390617149,2
WDR65,-20.618763,0.9999385390617149,2
QRICH2,-21.099314,0.9999385390617149,2
DLC1,-20.527023,0.9999385390617149,2
NPPA-AS1,-21.387388,0.9999385390617149,2
LINC00959,-21.174923,0.9999385390617149,2
RP3-486I3.7,-21.146065,0.9999385390617149,2
CTAGE9,-21.14429,0.9999385390617149,2
NPAS2,-21.126335,0.9999385390617149,2
CDC25A,-20.555914,0.9999385390617149,2
RP11-46J23.1,-21.016787,0.9999385390617149,2
COL4A4,-20.792633,0.9999385390617149,2
ZNF415,-21.241722,0.9999385390617149,2
CTD-2541M15.1,-21.270775,0.9999385390617149,2
RP4-784A16.5,-20.944666,0.9999385390617149,2
CELSR3,-20.844269,0.9999385390617149,2
SLC2A1-AS1,-21.283909,0.9999385390617149,2
TMEM262,-21.022535,0.9999385390617149,2
SORBS1,-21.258959,0.9999385390617149,2
TLL2,-21.226913,0.9999385390617149,2
CCDC78,-21.281944,0.9999385390617149,2
KRTAP5-AS1,-21.398691,0.9999385390617149,2
TAL1,-21.405502,0.9999385390617149,2
RP11-511I2.2,-20.964962,0.9999385390617149,2
FOXD2-AS1,-20.904762,0.9999385390617149,2
AL928742.12,-21.616056,0.9999385390617149,2
TLR9,-21.207588,0.9999385390617149,2
RP5-1042K10.10,-21.317636,0.9999385390617149,2
TRIM60,-20.924423,0.9999385390617149,2
KIAA1107,-21.10094,0.9999385390617149,2
ADAMTSL5,-21.127823,0.9999385390617149,2
KIF9-AS1,-21.066893,0.9999385390617149,2
LHFP,-20.381771,0.9999385390617149,2
C7orf25,-21.146059,0.9999385390617149,2
CDH20,-21.225647,0.9999385390617149,2
MOCS1,-20.97968,0.9999385390617149,2
CRIP1-1,-20.901466,0.9999385390617149,2
CTD-2017C7.1,-21.186749,0.9999385390617149,2
ESCO2,-20.357986,0.9999385390617149,2
PBK,-20.383509,0.9999385390617149,2
SCARA5,-20.574848,0.9999385390617149,2
SLC6A4,-21.25233,0.9999385390617149,2
MADCAM1,-21.049171,0.9999385390617149,2
RP11-15A1.7,-21.177568,0.9999385390617149,2
ZNF284,-21.068789,0.9999385390617149,2
RP11-417F21.1,-21.036041,0.9999385390617149,2
RP11-347C12.1,-20.972351,0.9999385390617149,2
SDS,-20.586542,0.9999385390617149,2
EPM2A,-21.157211,0.9999385390617149,2
HRASLS,-21.12632,0.9999385390617149,2
ATP13A4,-20.84093,0.9999385390617149,2
CRYGS,-21.277283,0.9999385390617149,2
RP11-317N8.5,-21.028053,0.9999385390617149,2
GPM6A,-20.892498,0.9999385390617149,2
LINC00562,-21.203478,0.9999385390617149,2
ITLN1,-20.812727,0.9999385390617149,2
C9orf169,-20.556917,0.9999385390617149,2
AC068580.6,-21.372602,0.9999385390617149,2
SCGB1B2P,-21.246286,0.9999385390617149,2
SCT,-21.25809,0.9999385390617149,2
C15orf52,-21.10391,0.9999385390617149,2
AP001610.5,-21.080544,0.9999385390617149,2
PLS3,-20.760864,0.9999385390617149,2
PTRF,-20.82011,0.9999385390617149,2
RP3-329E20.2,-21.242922,0.9999385390617149,2
ALPL,-21.112423,0.9999385390617149,2
ZNF208,-21.19283,0.9999385390617149,2
WDR11-AS1,-21.192257,0.9999385390617149,2
UBXN10,-20.748177,0.9999385390617149,2
PFKFB2,-20.90888,0.9999385390617149,2
C4BPB,-21.083961,0.9999385390617149,2
CSRP2,-21.079487,0.9999385390617149,2
LRRC26,-21.104641,0.9999385390617149,2
TNFRSF11A,-21.143993,0.9999385390617149,2
LCNL1,-21.040293,0.9999385390617149,2
C9orf116,-20.972635,0.9999385390617149,2
TPO,-21.077604,0.9999385390617149,2
DNAJC5B,-21.13639,0.9999385390617149,2
C1orf145,-20.938871,0.9999385390617149,2
AC083843.2,-21.259281,0.9999385390617149,2
AC016683.5,-21.340328,0.9999385390617149,2
LRP5,-20.915596,0.9999385390617149,2
MOK,-20.910032,0.9999385390617149,2
RP11-498C9.2,-21.225702,0.9999385390617149,2
RP11-216B9.6,-21.09999,0.9999385390617149,2
PKN3,-21.032701,0.9999385390617149,2
SLCO4A1,-20.518372,0.9999385390617149,2
ZNF711,-21.215183,0.9999385390617149,2
PM20D1,-20.98631,0.9999385390617149,2
RP11-600F24.7,-21.280413,0.9999385390617149,2
MEG3,-21.178617,0.9999385390617149,2
LINC01119,-21.181694,0.9999385390617149,2
KHDRBS2,-21.22349,0.9999385390617149,2
CCDC26,-20.422913,0.9999385390617149,2
ATL1,-20.79454,0.9999385390617149,2
CMTM4,-21.30513,0.9999385390617149,2
LCN2,-21.587847,0.9999385390617149,2
RP11-429E11.3,-21.023207,0.9999385390617149,2
LA16c-358B7.3,-21.252228,0.9999385390617149,2
C19orf44,-21.217958,0.9999385390617149,2
CTA-445C9.14,-21.010359,0.9999385390617149,2
LRRC16B,-21.229815,0.9999385390617149,2
AC008440.5,-21.26084,0.9999385390617149,2
ZNF578,-21.20711,0.9999385390617149,2
AC195454.1,-21.296865,0.9999385390617149,2
RASAL1,-20.880602,0.9999385390617149,2
ZFYVE9,-20.819649,0.9999385390617149,2
DPF3,-21.29901,0.9999385390617149,2
AGAP1,-21.296154,0.9999385390617149,2
SUMO4,-21.296707,0.9999385390617149,2
KLHL29,-21.261946,0.9999385390617149,2
CD1E,-21.194239,0.9999385390617149,2
NIPAL1,-20.942915,0.9999385390617149,2
RP11-46D6.1,-20.87935,0.9999385390617149,2
RP11-388M20.6,-21.253248,0.9999385390617149,2
CTD-2555C10.3,-21.238203,0.9999385390617149,2
RP11-46A10.5,-21.04588,0.9999385390617149,2
TAS2R30,-21.308546,0.9999385390617149,2
C19orf18,-21.134102,0.9999385390617149,2
AC124944.3,-21.116648,0.9999385390617149,2
AASS,-21.175604,0.9999385390617149,2
RP11-707M3.3,-21.146544,0.9999385390617149,2
RP11-247A12.2,-21.332888,0.9999385390617149,2
TNFRSF21,-21.046638,0.9999385390617149,2
RP3-466P17.1,-20.744354,0.9999385390617149,2
KLB,-21.081743,0.9999385390617149,2
PHLDB1,-21.166567,0.9999385390617149,2
SYTL4,-21.69313,0.9999385390617149,2
RP13-317D12.3,-21.035196,0.9999385390617149,2
LRRC56,-21.110144,0.9999385390617149,2
CTB-114C7.4,-21.121653,0.9999385390617149,2
RANBP17,-21.226051,0.9999385390617149,2
RP11-477N3.1,-21.176794,0.9999385390617149,2
NUP62CL,-21.12974,0.9999385390617149,2
FRMPD3,-21.591543,0.9999385390617149,2
SLC45A1,-20.922495,0.9999385390617149,2
CTC-209H22.3,-21.100084,0.9999385390617149,2
LOXL2,-21.059507,0.9999385390617149,2
ANKRD42,-0.40270492,0.9999385390617149,2
TRIM27,-0.14129256,0.9999385390617149,2
TSC22D2,-0.0103630135,0.9999385390617149,2
HYOU1,-0.08211057,0.9999385390617149,2
DEPDC5,-0.16183296,0.9999385390617149,2
PRR11,0.21659222,0.9999385390617149,2
CLIC2,-0.028167317,0.9999385390617149,2
AGAP6,-0.16355485,0.9999385390617149,2
LINC00341,-0.19629551,0.9999385390617149,2
ZNF615,-0.302795,0.9999385390617149,2
ITGAV,-0.3372672,0.9999385390617149,2
TSNARE1,-0.3883003,0.9999385390617149,2
STXBP5,-0.2837771,0.9999385390617149,2
C16orf52,0.23066877,0.9999385390617149,2
UTP14C,-0.34488025,0.9999385390617149,2
B3GALNT2,-0.44530046,0.9999385390617149,2
INPP5E,-0.47300816,0.9999385390617149,2
KIAA0754,-0.52713513,0.9999385390617149,2
LAPTM4B,-0.46825746,0.9999385390617149,2
PELI3,-0.5215596,0.9999385390617149,2
C17orf80,-0.6335813,0.9999385390617149,2
ZNF117,-0.48320764,0.9999385390617149,2
CTC-459F4.3,-0.5113547,0.9999385390617149,2
METTL20,-0.47547218,0.9999385390617149,2
HILPDA,-0.45427996,0.9999385390617149,2
ZNF501,-0.6065807,0.9999385390617149,2
RASGEF1A,-0.4919799,0.9999385390617149,2
IL23R,-0.7139928,0.9999385390617149,2
EDC4,-0.65538865,0.9999385390617149,2
USP18,-0.6652615,0.9999385390617149,2
PCBD2,-0.24633509,0.9999385390617149,2
RWDD3,-0.62518114,0.9999385390617149,2
EARS2,-0.75359565,0.9999385390617149,2
ZDHHC8,-0.6533955,0.9999385390617149,2
RP11-127B20.3,-0.23118147,0.9999385390617149,2
FAM69A,-0.041731518,0.9999385390617149,2
ZNF202,-0.7506134,0.9999385390617149,2
C14orf182,-0.89590555,0.9999385390617149,2
DUSP4,-0.7876329,0.9999385390617149,2
KCTD11,-0.9420536,0.9999385390617149,2
SARDH,-1.0587401,0.9999385390617149,2
SLC16A4,-0.79869306,0.9999385390617149,2
ZW10,-0.30860204,0.9999385390617149,2
IDE,-0.33178514,0.9999385390617149,2
CMC2,0.02018538,0.9999385390617149,2
PLAA,-0.03138655,0.9999385390617149,2
CCNT1,-0.13995658,0.9999385390617149,2
HIRA,-0.35848114,0.9999385390617149,2
MPZL3,-0.09208272,0.9999385390617149,2
DIRC2,-0.2508161,0.9999385390617149,2
SCAMP4,-0.22412273,0.9999385390617149,2
PKD1,-0.10089942,0.9999385390617149,2
AHSA2,-0.24249977,0.9999385390617149,2
C5orf55,-0.26502183,0.9999385390617149,2
CLCF1,-0.30374545,0.9999385390617149,2
ZSCAN9,-0.15939617,0.9999385390617149,2
SMURF2,-0.2013191,0.9999385390617149,2
VARS2,-0.34313402,0.9999385390617149,2
APOBEC3D,-0.32499534,0.9999385390617149,2
RP9,-0.06394188,0.9999385390617149,2
YY1AP1,-0.017286707,0.9999385390617149,2
EIF4G3,-0.45336592,0.9999385390617149,2
MRPS17-1,-0.21917154,0.9999385390617149,2
RP11-65I12.1,-0.0137501275,0.9999385390617149,2
SDR42E2,-0.23258011,0.9999385390617149,2
RP11-52J3.3,-0.5313449,0.9999385390617149,2
CIZ1,-0.11387139,0.9999385390617149,2
AP3D1,-0.103589,0.9999385390617149,2
TNFSF8,-0.14691684,0.9999385390617149,2
SNRNP25,0.0083952015,0.9999385390617149,2
ZNF587,-0.18279442,0.9999385390617149,2
BBS7,-0.15993515,0.9999385390617149,2
CASP2,-0.24896315,0.9999385390617149,2
AC009403.2,-0.23954369,0.9999385390617149,2
GATAD2A,-0.14888088,0.9999385390617149,2
ACADS,-0.037332505,0.9999385390617149,2
ZBTB17,-0.03440173,0.9999385390617149,2
UBR7,0.05594525,0.9999385390617149,2
PTPN11,-0.21624853,0.9999385390617149,2
OIP5,-0.13112873,0.9999385390617149,2
RP11-875O11.1,-0.61824435,0.9999385390617149,2
RP5-1125A11.1,-0.46370643,0.9999385390617149,2
UVRAG,-0.027149772,0.9999385390617149,2
FANCE,-0.17076163,0.9999385390617149,2
ARHGAP33,-0.242273,0.9999385390617149,2
MRVI1-AS1,-0.04810745,0.9999385390617149,2
CCNJ,-0.29066834,0.9999385390617149,2
TCL1B,-0.4284168,0.9999385390617149,2
LINC00663,-0.6905331,0.9999385390617149,2
SMPD3,-0.5831157,0.9999385390617149,2
MAP6D1,-0.37110978,0.9999385390617149,2
RP11-309G3.3,-0.68616474,0.9999385390617149,2
WNK1,-0.11008291,0.9999385390617149,2
ZNF484,-0.6702446,0.9999385390617149,2
RP13-516M14.1,-0.69487745,0.9999385390617149,2
NAA60,-0.798932,0.9999385390617149,2
CDCA5,-0.43530762,0.9999385390617149,2
SH3BGRL2,-0.9575817,0.9999385390617149,2
AC009299.3,-0.7719963,0.9999385390617149,2
HMGN3-AS1,-0.7832045,0.9999385390617149,2
CHRNB1,-0.16640757,0.9999385390617149,2
MIR497HG,-0.8468106,0.9999385390617149,2
TRIM46,-0.7446108,0.9999385390617149,2
ADAT2,-0.9029504,0.9999385390617149,2
FLT3,-0.9466338,0.9999385390617149,2
CUL7,-0.7797917,0.9999385390617149,2
NAGS,-0.7803794,0.9999385390617149,2
SCGB1C1,-1.0286088,0.9999385390617149,2
PLXNA3,-0.8816118,0.9999385390617149,2
CXorf23,-0.85223764,0.9999385390617149,2
TEF,-0.89944905,0.9999385390617149,2
CTD-2256P15.4,-0.864554,0.9999385390617149,2
CCSAP,-0.8249227,0.9999385390617149,2
TBC1D24,-0.9137788,0.9999385390617149,2
CCDC146,-0.8626522,0.9999385390617149,2
RP11-73K9.2,-0.7970692,0.9999385390617149,2
ZNF318,-0.07531707,0.9999385390617149,2
ZNF442,-0.94375086,0.9999385390617149,2
ARL17A,-1.042701,0.9999385390617149,2
KDM8,-0.90930927,0.9999385390617149,2
KLRC4,-0.94518375,0.9999385390617149,2
AP003419.16,-1.3736502,0.9999385390617149,2
CMC4,-0.7443535,0.9999385390617149,2
AC116366.6,-1.0195042,0.9999385390617149,2
ASTN2,-0.8894457,0.9999385390617149,2
ANKS6,-0.80813396,0.9999385390617149,2
ZNF823,-1.0078665,0.9999385390617149,2
FAM89A,-1.0695426,0.9999385390617149,2
EDA,-1.149716,0.9999385390617149,2
RP11-383H13.1,-1.1870971,0.9999385390617149,2
U47924.30,-1.1089379,0.9999385390617149,2
PARPBP,-1.2755339,0.9999385390617149,2
RP6-99M1.2,-1.1062546,0.9999385390617149,2
RP11-479G22.8,-1.1678163,0.9999385390617149,2
RP11-894P9.1,-1.2775152,0.9999385390617149,2
GNAL,-1.1304445,0.9999385390617149,2
DIP2C,-1.1868685,0.9999385390617149,2
MEF2BNB-MEF2B,-1.3534479,0.9999385390617149,2
RP11-74E22.3,-1.1302351,0.9999385390617149,2
PRDM8,-1.2005101,0.9999385390617149,2
ITGA3,-1.2309922,0.9999385390617149,2
RP5-943J3.2,-1.4344894,0.9999385390617149,2
7SK-2,-1.5052184,0.9999385390617149,2
NBPF3,-1.1330214,0.9999385390617149,2
PLEKHG4,-1.2256598,0.9999385390617149,2
UCP3,-1.2400748,0.9999385390617149,2
UBR1,-0.39016244,0.9999385390617149,2
B3GALT4,-0.2330434,0.9999385390617149,2
WDR26,0.043654032,0.9999385390617149,2
STUB1,-0.020688072,0.9999385390617149,2
SDE2,-0.060529906,0.9999385390617149,2
LMF2,-0.122209966,0.9999385390617149,2
INTS7,0.13328362,0.9999385390617149,2
RAB3GAP1,-0.1361915,0.9999385390617149,2
GCNT2,-0.14515232,0.9999385390617149,2
PHF2,-0.09267104,0.9999385390617149,2
C5orf24,-0.024450116,0.9999385390617149,2
SPOPL,-0.27482915,0.9999385390617149,2
ZNF260,-0.12944798,0.9999385390617149,2
NFYC-AS1,-0.2750594,0.9999385390617149,2
CEP97,-0.30024925,0.9999385390617149,2
PTBP2,-0.3361652,0.9999385390617149,2
ZNF844,-0.26611668,0.9999385390617149,2
MYO7B,-0.2523991,0.9999385390617149,2
ZNF764,-0.36964944,0.9999385390617149,2
AP000350.4,-0.47830194,0.9999385390617149,2
UEVLD,0.09358999,0.9999385390617149,2
ZNF34,0.024866823,0.9999385390617149,2
ZNF606,-0.5435197,0.9999385390617149,2
TMEM194A,-0.62078965,0.9999385390617149,2
DDX43,-0.5638943,0.9999385390617149,2
SNX13,-0.09325542,0.9999385390617149,2
RP11-290D2.6,-0.064802766,0.9999385390617149,2
RC3H1,-0.1632175,0.9999385390617149,2
EIF3J,-0.05191211,0.9999385390617149,2
ADAM10,-0.09314168,0.9999385390617149,2
RP11-798M19.6,-0.7249729,0.9999385390617149,2
MT1E,-0.29818743,0.9999385390617149,2
BNIP2,0.009639097,0.9999385390617149,2
ARL17B,-0.82761127,0.9999385390617149,2
GEMIN7,0.002647666,0.9999385390617149,2
TVP23B,-0.28752,0.9999385390617149,2
ZCCHC2,-0.2248211,0.9999385390617149,2
GUF1,-0.28205752,0.9999385390617149,2
MYPOP,-0.25356612,0.9999385390617149,2
PON2,-0.1946575,0.9999385390617149,2
ACTA2,-0.048412483,0.9999385390617149,2
ZNF628,-0.33692467,0.9999385390617149,2
SCFD2,-0.48456362,0.9999385390617149,2
TEFM,-0.3637088,0.9999385390617149,2
SLC25A22,-0.080796234,0.9999385390617149,2
OSBPL5,-0.34441778,0.9999385390617149,2
ZNF57,-21.491455,0.9999385390617149,2
CNKSR1,-21.431099,0.9999385390617149,2
GPR153,-21.591106,0.9999385390617149,2
AC073115.7,-21.567905,0.9999385390617149,2
